Temps (s);Vitesse angulaire (rad/s)
21,866419;5,0330696
21,874752;5,031753
21,883085;5,0304365
21,891418;5,0291204
21,899752;5,027805
21,908085;5,0264897
21,916418;5,0251746
21,924751;5,02386
21,933084;5,022546
21,941418;5,0212317
21,94975;5,019918
21,958084;5,0186048
21,966417;5,017292
21,97475;5,0159793
21,983084;5,014667
21,991417;5,0133553
21,99975;5,0120435
22,008083;5,010732
22,016417;5,0094213
22,02475;5,008111
22,033083;5,0068007
22,041416;5,005491
22,04975;5,0041814
22,058083;5,0028725
22,066416;5,0015635
22,074749;5,000255
22,083082;4,998947
22,091415;4,997639
22,099749;4,9963317
22,108082;4,9950247
22,116415;4,993718
22,124748;4,9924116
22,133081;4,9911056
22,141415;4,9898
22,149748;4,9884944
22,158081;4,9871893
22,166414;4,9858847
22,174747;4,9845805
22,18308;4,9832764
22,191414;4,9819727
22,199747;4,9806695
22,20808;4,9793663
22,216413;4,9780636
22,224747;4,9767613
22,23308;4,9754596
22,241413;4,974158
22,249746;4,9728565
22,25808;4,9715557
22,266413;4,970255
22,274746;4,9689546
22,28308;4,9676547
22,291412;4,9663553
22,299746;4,965056
22,308079;4,963757
22,316412;4,9624586
22,324745;4,96116
22,333078;4,959862
22,341412;4,9585648
22,349745;4,9572678
22,358078;4,955971
22,366411;4,9546742
22,374744;4,953378
22,383078;4,952082
22,39141;4,9507866
22,399744;4,9494915
22,408077;4,948197
22,41641;4,9469023
22,424744;4,945608
22,433077;4,9443145
22,44141;4,943021
22,449743;4,9417276
22,458076;4,940435
22,46641;4,939142
22,474743;4,93785
22,483076;4,9365582
22,49141;4,935267
22,499743;4,9339757
22,508076;4,932685
22,516409;4,9313946
22,524742;4,9301043
22,533075;4,9288144
22,541409;4,927525
22,549742;4,926236
22,558075;4,9249473
22,566408;4,923659
22,574741;4,922371
22,583075;4,921083
22,591408;4,9197955
22,599741;4,9185085
22,608074;4,917222
22,616407;4,9159355
22,62474;4,9146495
22,633074;4,913364
22,641407;4,9120784
22,64974;4,9107933
22,658073;4,9095087
22,666407;4,908224
22,67474;4,90694
22,683073;4,9056563
22,691406;4,904373
22,69974;4,90309
22,708073;4,9018073
22,716406;4,900525
22,72474;4,899243
22,733072;4,897961
22,741405;4,89668
22,749739;4,895399
22,758072;4,8941183
22,766405;4,892838
22,774738;4,891558
22,783072;4,8902783
22,791405;4,888999
22,799738;4,88772
22,808071;4,886441
22,816404;4,885163
22,824738;4,883885
22,83307;4,8826075
22,841404;4,88133
22,849737;4,880053
22,85807;4,8787766
22,866404;4,8775
22,874737;4,876224
22,88307;4,8749485
22,891403;4,873673
22,899736;4,872398
22,90807;4,8711233
22,916403;4,869849
22,924736;4,868575
22,93307;4,8673015
22,941402;4,8660283
22,949736;4,864755
22,958069;4,8634825
22,966402;4,8622103
22,974735;4,860938
22,983068;4,8596663
22,991402;4,858395
22,999735;4,8571243
23,008068;4,8558536
23,016401;4,8545833
23,024734;4,8533134
23,033068;4,8520436
23,0414;4,8507743
23,049734;4,8495054
23,058067;4,8482366
23,0664;4,846968
23,074734;4,8457003
23,083067;4,8444324
23,0914;4,843165
23,099733;4,841898
23,108067;4,8406315
23,1164;4,839365
23,124733;4,838099
23,133066;4,8368335
23,1414;4,835568
23,149733;4,834303
23,158066;4,8330383
23,166399;4,8317738
23,174732;4,8305097
23,183065;4,829246
23,191399;4,827983
23,199732;4,8267198
23,208065;4,825457
23,216398;4,824195
23,224731;4,8229327
23,233065;4,821671
23,241398;4,82041
23,249731;4,8191485
23,258064;4,817888
23,266397;4,8166275
23,27473;4,815367
23,283064;4,8141074
23,291397;4,812848
23,29973;4,811589
23,308064;4,81033
23,316397;4,8090715
23,32473;4,8078136
23,333063;4,8065557
23,341396;4,8052983
23,34973;4,8040414
23,358063;4,8027844
23,366396;4,801528
23,37473;4,800272
23,383062;4,799016
23,391396;4,7977605
23,399729;4,7965055
23,408062;4,7952504
23,416395;4,793996
23,424728;4,792742
23,433062;4,791488
23,441395;4,7902346
23,449728;4,7889814
23,458061;4,787729
23,466394;4,786476
23,474728;4,785224
23,48306;4,7839723
23,491394;4,7827206
23,499727;4,7814693
23,50806;4,7802186
23,516394;4,778968
23,524727;4,7777176
23,53306;4,776468
23,541393;4,775218
23,549726;4,7739687
23,55806;4,77272
23,566393;4,7714715
23,574726;4,770223
23,58306;4,7689753
23,591393;4,767728
23,599726;4,7664804
23,608059;4,7652335
23,616392;4,763987
23,624725;4,7627406
23,633059;4,7614946
23,641392;4,760249
23,649725;4,7590036
23,658058;4,7577586
23,666391;4,756514
23,674725;4,7552695
23,683058;4,7540255
23,691391;4,752782
23,699724;4,7515383
23,708057;4,750295
23,71639;4,7490525
23,724724;4,74781
23,733057;4,7465677
23,74139;4,745326
23,749723;4,744085
23,758057;4,7428436
23,76639;4,741603
23,774723;4,7403626
23,783056;4,7391224
23,79139;4,7378826
23,799723;4,7366433
23,808056;4,735404
23,81639;4,734165
23,824722;4,732927
23,833055;4,7316885
23,841389;4,7304506
23,849722;4,729213
23,858055;4,727976
23,866388;4,726739
23,874722;4,7255025
23,883055;4,724266
23,891388;4,72303
23,899721;4,7217946
23,908054;4,720559
23,916388;4,719324
23,92472;4,7180896
23,933054;4,716855
23,941387;4,715621
23,94972;4,7143874
23,958054;4,7131543
23,966387;4,711921
23,97472;4,7106886
23,983053;4,7094564
23,991386;4,7082243
23,99972;4,7069926
24,008053;4,7057614
24,016386;4,7045302
24,02472;4,7032995
24,033052;4,7020693
24,041386;4,700839
24,049719;4,6996093
24,058052;4,69838
24,066385;4,6971507
24,074718;4,695922
24,083052;4,6946936
24,091385;4,693465
24,099718;4,6922374
24,108051;4,69101
24,116385;4,6897826
24,124718;4,6885557
24,13305;4,6873293
24,141384;4,686103
24,149717;4,684877
24,15805;4,6836514
24,166384;4,682426
24,174717;4,681201
24,18305;4,6799765
24,191383;4,678752
24,199717;4,677528
24,20805;4,6763043
24,216383;4,675081
24,224716;4,6738577
24,23305;4,672635
24,241383;4,6714125
24,249716;4,6701903
24,258049;4,6689687
24,266382;4,667747
24,274715;4,666526
24,283049;4,665305
24,291382;4,6640844
24,299715;4,662864
24,308048;4,6616445
24,316381;4,6604247
24,324715;4,6592054
24,333048;4,6579866
24,341381;4,656768
24,349714;4,6555495
24,358047;4,6543317
24,36638;4,653114
24,374714;4,6518965
24,383047;4,6506796
24,39138;4,6494627
24,399714;4,6482463
24,408047;4,6470304
24,41638;4,6458144
24,424713;4,644599
24,433046;4,643384
24,44138;4,642169
24,449713;4,6409545
24,458046;4,6397405
24,46638;4,6385264
24,474712;4,637313
24,483046;4,6361
24,491379;4,6348867
24,499712;4,633674
24,508045;4,632462
24,516378;4,63125
24,524712;4,6300383
24,533045;4,628827
24,541378;4,627616
24,549711;4,6264052
24,558044;4,625195
24,566378;4,623985
24,57471;4,622775
24,583044;4,621566
24,591377;4,6203566
24,59971;4,619148
24,608044;4,6179395
24,616377;4,616731
24,62471;4,6155233
24,633043;4,614316
24,641376;4,6131086
24,64971;4,6119018
24,658043;4,6106954
24,666376;4,609489
24,67471;4,608283
24,683043;4,6070776
24,691376;4,605872
24,699709;4,604667
24,708042;4,6034627
24,716375;4,602258
24,724709;4,601054
24,733042;4,5998507
24,741375;4,598647
24,749708;4,597444
24,758041;4,5962415
24,766375;4,595039
24,774708;4,593837
24,783041;4,592635
24,791374;4,5914335
24,799707;4,5902324
24,80804;4,5890317
24,816374;4,587831
24,824707;4,586631
24,83304;4,585431
24,841373;4,5842314
24,849707;4,583032
24,85804;4,5818334
24,866373;4,5806346
24,874706;4,5794363
24,88304;4,5782385
24,891373;4,5770407
24,899706;4,5758433
24,90804;4,5746465
24,916372;4,5734496
24,924706;4,572253
24,933039;4,571057
24,941372;4,569861
24,949705;4,5686655
24,958038;4,56747
24,966372;4,566275
24,974705;4,5650806
24,983038;4,563886
24,991371;4,562692
24,999704;4,5614986
25,008038;4,560305
25,01637;4,559112
25,024704;4,5579195
25,033037;4,556727
25,04137;4,555535
25,049704;4,554343
25,058037;4,5531516
25,06637;4,5519605
25,074703;4,55077
25,083036;4,549579
25,09137;4,548389
25,099703;4,5471992
25,108036;4,5460095
25,11637;4,5448203
25,124702;4,5436316
25,133036;4,542443
25,141369;4,5412545
25,149702;4,5400667
25,158035;4,538879
25,166368;4,5376916
25,174702;4,5365043
25,183035;4,5353174
25,191368;4,534131
25,199701;4,5329447
25,208035;4,531759
25,216368;4,5305734
25,2247;4,529388
25,233034;4,528203
25,241367;4,5270185
25,2497;4,525834
25,258034;4,52465
25,266367;4,5234666
25,2747;4,522283
25,283033;4,5211
25,291367;4,5199175
25,2997;4,518735
25,308033;4,517553
25,316366;4,5163713
25,3247;4,5151896
25,333033;4,5140085
25,341366;4,5128274
25,349699;4,5116467
25,358032;4,5104666
25,366365;4,5092864
25,374699;4,5081067
25,383032;4,5069275
25,391365;4,5057483
25,399698;4,5045695
25,408031;4,5033913
25,416365;4,502213
25,424698;4,501035
25,433031;4,499858
25,441364;4,4986806
25,449697;4,4975038
25,45803;4,4963274
25,466364;4,495151
25,474697;4,493975
25,48303;4,4927993
25,491364;4,491624
25,499697;4,490449
25,50803;4,489274
25,516363;4,4880996
25,524696;4,4869256
25,53303;4,4857516
25,541363;4,484578
25,549696;4,483405
25,55803;4,482232
25,566362;4,4810596
25,574696;4,4798875
25,583029;4,4787154
25,591362;4,477544
25,599695;4,4763722
25,608028;4,475201
25,616362;4,4740305
25,624695;4,47286
25,633028;4,4716897
25,641361;4,47052
25,649694;4,4693503
25,658028;4,468181
25,66636;4,4670124
25,674694;4,4658437
25,683027;4,4646754
25,69136;4,4635077
25,699694;4,46234
25,708027;4,4611726
25,71636;4,4600053
25,724693;4,4588385
25,733027;4,457672
25,74136;4,456506
25,749693;4,45534
25,758026;4,4541745
25,76636;4,453009
25,774693;4,451844
25,783026;4,45068
25,791359;4,4495153
25,799692;4,4483514
25,808025;4,4471874
25,816359;4,446024
25,824692;4,444861
25,833025;4,443698
25,841358;4,4425354
25,849691;4,4413733
25,858025;4,4402113
25,866358;4,4390497
25,874691;4,4378886
25,883024;4,4367275
25,891357;4,435567
25,89969;4,4344063
25,908024;4,433246
25,916357;4,4320865
25,92469;4,430927
25,933023;4,4297676
25,941357;4,428609
25,94969;4,42745
25,958023;4,426292
25,966356;4,425134
25,97469;4,4239764
25,983023;4,422819
25,991356;4,421662
25,99969;4,420505
26,008022;4,4193487
26,016356;4,4181924
26,024689;4,4170365
26,033022;4,415881
26,041355;4,414726
26,049688;4,413571
26,058022;4,4124165
26,066355;4,411262
26,074688;4,410108
26,083021;4,408954
26,091354;4,4078007
26,099688;4,4066477
26,10802;4,4054947
26,116354;4,404342
26,124687;4,40319
26,13302;4,402038
26,141354;4,4008865
26,149687;4,3997355
26,15802;4,3985844
26,166353;4,3974338
26,174686;4,396283
26,18302;4,395133
26,191353;4,3939834
26,199686;4,3928337
26,20802;4,3916845
26,216352;4,390536
26,224686;4,389387
26,233019;4,388239
26,241352;4,3870907
26,249685;4,385943
26,258018;4,3847957
26,266352;4,3836484
26,274685;4,3825016
26,283018;4,3813553
26,291351;4,380209
26,299685;4,379063
26,308018;4,3779173
26,31635;4,376772
26,324684;4,375627
26,333017;4,374482
26,34135;4,3733377
26,349684;4,372194
26,358017;4,37105
26,36635;4,3699064
26,374683;4,3687634
26,383017;4,3676205
26,39135;4,366478
26,399683;4,3653355
26,408016;4,3641934
26,41635;4,363052
26,424683;4,3619103
26,433016;4,3607693
26,441349;4,3596287
26,449682;4,358488
26,458015;4,357348
26,466349;4,356208
26,474682;4,355068
26,483015;4,353929
26,491348;4,35279
26,499681;4,351651
26,508015;4,350513
26,516348;4,349375
26,524681;4,348237
26,533014;4,3470993
26,541348;4,345962
26,54968;4,3448253
26,558014;4,3436885
26,566347;4,342552
26,57468;4,3414164
26,583014;4,3402805
26,591347;4,339145
26,59968;4,33801
26,608013;4,336875
26,616346;4,3357406
26,62468;4,334606
26,633013;4,3334723
26,641346;4,332339
26,64968;4,3312054
26,658012;4,3300724
26,666346;4,3289394
26,674679;4,327807
26,683012;4,326675
26,691345;4,325543
26,699678;4,3244114
26,708012;4,32328
26,716345;4,322149
26,724678;4,321018
26,733011;4,3198876
26,741344;4,3187575
26,749678;4,317628
26,75801;4,3164983
26,766344;4,315369
26,774677;4,31424
26,78301;4,3131113
26,791344;4,311983
26,799677;4,310855
26,80801;4,309727
26,816343;4,3086
26,824677;4,3074727
26,83301;4,306346
26,841343;4,305219
26,849676;4,304093
26,85801;4,302967
26,866343;4,3018413
26,874676;4,300716
26,883009;4,2995906
26,891342;4,2984657
26,899675;4,2973413
26,908009;4,296217
26,916342;4,295093
26,924675;4,2939696
26,933008;4,292846
26,941341;4,2917233
26,949675;4,2906003
26,958008;4,289478
26,966341;4,288356
26,974674;4,287234
26,983007;4,2861123
26,99134;4,284991
26,999674;4,2838697
27,008007;4,282749
27,01634;4,2816286
27,024673;4,2805085
27,033007;4,279389
27,04134;4,2782693
27,049673;4,27715
27,058006;4,276031
27,06634;4,2749124
27,074673;4,273794
27,083006;4,272676
27,09134;4,2715583
27,099672;4,2704406
27,108006;4,2693233
27,116339;4,2682066
27,124672;4,26709
27,133005;4,2659736
27,141338;4,264858
27,149672;4,263742
27,158005;4,2626266
27,166338;4,2615113
27,174671;4,2603965
27,183004;4,259282
27,191338;4,2581677
27,19967;4,257054
27,208004;4,25594
27,216337;4,2548265
27,22467;4,2537136
27,233004;4,2526007
27,241337;4,251488
27,24967;4,2503757
27,258003;4,249264
27,266336;4,2481523
27,27467;4,2470407
27,283003;4,2459297
27,291336;4,244819
27,29967;4,2437086
27,308002;4,2425985
27,316336;4,2414885
27,324669;4,240379
27,333002;4,2392697
27,341335;4,2381606
27,349669;4,237052
27,358002;4,2359433
27,366335;4,234835
27,374668;4,2337275
27,383001;4,23262
27,391335;4,2315125
27,399668;4,2304053
27,408;4,2292986
27,416334;4,2281923
27,424667;4,227086
27,433;4,2259803
27,441334;4,2248745
27,449667;4,223769
27,458;4,2226644
27,466333;4,2215595
27,474667;4,220455
27,483;4,2193513
27,491333;4,2182474
27,499666;4,217144
27,508;4,2160406
27,516333;4,2149377
27,524666;4,2138352
27,532999;4,212733
27,541332;4,211631
27,549665;4,210529
27,557999;4,2094274
27,566332;4,2083263
27,574665;4,2072253
27,582998;4,206125
27,591331;4,2050242
27,599665;4,203924
27,607998;4,2028246
27,616331;4,201725
27,624664;4,200626
27,632998;4,199527
27,64133;4,198428
27,649664;4,19733
27,657997;4,196232
27,66633;4,195134
27,674664;4,1940365
27,682997;4,1929393
27,69133;4,1918426
27,699663;4,190746
27,707996;4,1896496
27,71633;4,1885533
27,724663;4,1874576
27,732996;4,1863623
27,74133;4,185267
27,749662;4,184172
27,757996;4,1830773
27,766329;4,181983
27,774662;4,180889
27,782995;4,1797953
27,791328;4,178702
27,799662;4,1776085
27,807995;4,1765156
27,816328;4,175423
27,824661;4,1743307
27,832994;4,1732388
27,841328;4,172147
27,84966;4,1710553
27,857994;4,1699643
27,866327;4,1688733
27,87466;4,167783
27,882994;4,1666923
27,891327;4,165602
27,89966;4,1645126
27,907993;4,163423
27,916327;4,162334
27,92466;4,161245
27,932993;4,1601562
27,941326;4,159068
27,94966;4,15798
27,957993;4,1568923
27,966326;4,1558046
27,974659;4,1547174
27,982992;4,1536307
27,991325;4,152544
27,999659;4,151458
28,007992;4,1503716
28,016325;4,149286
28,024658;4,1482005
28,032991;4,147115
28,041325;4,1460304
28,049658;4,1449456
28,057991;4,1438613
28,066324;4,1427774
28,074657;4,1416936
28,08299;4,14061
28,091324;4,139527
28,099657;4,138444
28,10799;4,1373615
28,116323;4,136279
28,124657;4,135197
28,13299;4,134115
28,141323;4,1330338
28,149656;4,1319523
28,15799;4,1308713
28,166323;4,129791
28,174656;4,1287103
28,18299;4,12763
28,191322;4,12655
28,199656;4,1254706
28,207989;4,1243916
28,216322;4,1233125
28,224655;4,122234
28,232988;4,1211553
28,241322;4,120077
28,249655;4,1189995
28,257988;4,117922
28,266321;4,1168447
28,274654;4,1157675
28,282988;4,114691
28,29132;4,1136146
28,299654;4,1125383
28,307987;4,1114626
28,31632;4,110387
28,324654;4,1093116
28,332987;4,1082363
28,34132;4,1071615
28,349653;4,106087
28,357986;4,105013
28,36632;4,103939
28,374653;4,102865
28,382986;4,101792
28,39132;4,100719
28,399652;4,099646
28,407986;4,0985737
28,416319;4,0975013
28,424652;4,0964293
28,432985;4,095358
28,441319;4,0942864
28,449652;4,0932155
28,457985;4,0921445
28,466318;4,091074
28,474651;4,0900035
28,482985;4,0889335
28,491318;4,087864
28,499651;4,0867944
28,507984;4,0857253
28,516317;4,0846562
28,52465;4,0835876
28,532984;4,0825195
28,541317;4,0814514
28,54965;4,080384
28,557983;4,079316
28,566317;4,078249
28,57465;4,0771823
28,582983;4,0761156
28,591316;4,0750494
28,59965;4,073983
28,607983;4,0729175
28,616316;4,0718517
28,62465;4,0707865
28,632982;4,0697217
28,641315;4,068657
28,649649;4,0675926
28,657982;4,0665283
28,666315;4,0654645
28,674648;4,064401
28,682981;4,063338
28,691315;4,062275
28,699648;4,061212
28,707981;4,0601497
28,716314;4,0590873
28,724648;4,0580254
28,73298;4,056964
28,741314;4,0559025
28,749647;4,0548415
28,75798;4,0537806
28,766314;4,05272
28,774647;4,05166
28,78298;4,0506
28,791313;4,0495405
28,799646;4,048481
28,80798;4,047422
28,816313;4,046363
28,824646;4,0453043
28,83298;4,044246
28,841312;4,043188
28,849646;4,0421305
28,857979;4,041073
28,866312;4,0400157
28,874645;4,038959
28,882978;4,0379024
28,891312;4,036846
28,899645;4,03579
28,907978;4,0347342
28,916311;4,0336785
28,924644;4,0326233
28,932978;4,0315685
28,94131;4,030514
28,949644;4,0294595
28,957977;4,028405
28,96631;4,0273514
28,974644;4,0262976
28,982977;4,025244
28,99131;4,0241914
28,999643;4,0231385
29,007977;4,022086
29,01631;4,021034
29,024643;4,019982
29,032976;4,01893
29,04131;4,0178785
29,049643;4,0168276
29,057976;4,0157766
29,066309;4,014726
29,074642;4,0136757
29,082975;4,0126257
29,091309;4,011576
29,099642;4,0105267
29,107975;4,0094776
29,116308;4,0084286
29,124641;4,00738
29,132975;4,0063314
29,141308;4,0052834
29,149641;4,0042357
29,157974;4,003188
29,166307;4,002141
29,17464;4,001094
29,182974;4,000047
29,191307;3,9990008
29,19964;3,9979546
29,207973;3,9969087
29,216307;3,995863
29,22464;3,9948175
29,232973;3,9937725
29,241306;3,9927278
29,24964;3,9916832
29,257973;3,990639
29,266306;3,989595
29,27464;3,9885511
29,282972;3,9875076
29,291306;3,9864645
29,299639;3,9854217
29,307972;3,984379
29,316305;3,9833367
29,324638;3,9822946
29,332972;3,9812527
29,341305;3,980211
29,349638;3,9791698
29,357971;3,978129
29,366304;3,9770882
29,374638;3,9760478
29,38297;3,9750075
29,391304;3,9739676
29,399637;3,9729278
29,40797;3,9718885
29,416304;3,9708495
29,424637;3,9698107
29,43297;3,9687722
29,441303;3,9677339
29,449636;3,9666958
29,45797;3,965658
29,466303;3,9646206
29,474636;3,9635835
29,48297;3,9625466
29,491302;3,96151
29,499636;3,9604735
29,507969;3,9594374
29,516302;3,9584014
29,524635;3,957366
29,532969;3,9563308
29,541302;3,9552958
29,549635;3,954261
29,557968;3,9532266
29,566301;3,9521923
29,574635;3,9511583
29,582968;3,9501247
29,591301;3,9490914
29,599634;3,9480584
29,607967;3,9470255
29,6163;3,945993
29,624634;3,9449606
29,632967;3,9439285
29,6413;3,9428966
29,649633;3,9418652
29,657967;3,940834
29,6663;3,9398031
29,674633;3,9387724
29,682966;3,937742
29,6913;3,9367118
29,699633;3,9356818
29,707966;3,934652
29,7163;3,9336228
29,724632;3,9325938
29,732965;3,931565
29,741299;3,9305365
29,749632;3,9295082
29,757965;3,9284801
29,766298;3,9274523
29,774632;3,926425
29,782965;3,9253979
29,791298;3,924371
29,799631;3,9233444
29,807964;3,922318
29,816298;3,9212918
29,82463;3,920266
29,832964;3,9192402
29,841297;3,918215
29,84963;3,91719
29,857964;3,9161654
29,866297;3,9151409
29,87463;3,9141166
29,882963;3,9130926
29,891296;3,9120688
29,89963;3,9110453
29,907963;3,9100223
29,916296;3,9089994
29,92463;3,9079769
29,932962;3,9069545
29,941296;3,9059324
29,949629;3,9049106
29,957962;3,903889
29,966295;3,9028676
29,974628;3,9018464
29,982962;3,9008257
29,991295;3,8998053
29,999628;3,898785
30,007961;3,8977652
30,016294;3,8967454
30,024628;3,895726
30,03296;3,8947067
30,041294;3,8936877
30,049627;3,8926692
30,05796;3,891651
30,066294;3,8906329
30,074627;3,889615
30,08296;3,8885975
30,091293;3,8875802
30,099627;3,886563
30,10796;3,8855462
30,116293;3,8845296
30,124626;3,8835135
30,13296;3,8824975
30,141293;3,881482
30,149626;3,8804665
30,157959;3,8794513
30,166292;3,8784363
30,174625;3,8774216
30,182959;3,8764071
30,191292;3,8753932
30,199625;3,8743794
30,207958;3,8733659
30,216291;3,8723526
30,224625;3,8713396
30,232958;3,8703268
30,241291;3,8693142
30,249624;3,8683019
30,257957;3,8672898
30,26629;3,8662782
30,274624;3,8652668
30,282957;3,8642557
30,29129;3,8632448
30,299623;3,862234
30,307957;3,8612237
30,31629;3,8602135
30,324623;3,8592036
30,332956;3,8581939
30,34129;3,8571846
30,349623;3,8561757
30,357956;3,855167
30,36629;3,8541584
30,374622;3,8531501
30,382956;3,852142
30,391289;3,8511343
30,399622;3,8501267
30,407955;3,8491194
30,416288;3,8481123
30,424622;3,8471057
30,432955;3,8460994
30,441288;3,8450933
30,449621;3,8440874
30,457954;3,8430817
30,466288;3,8420763
30,47462;3,8410711
30,482954;3,8400662
30,491287;3,8390615
30,49962;3,8380573
30,507954;3,8370533
30,516287;3,8360496
30,52462;3,835046
30,532953;3,8340428
30,541286;3,8330398
30,54962;3,832037
30,557953;3,8310344
30,566286;3,830032
30,57462;3,82903
30,582952;3,8280284
30,591286;3,827027
30,599619;3,826026
30,607952;3,825025
30,616285;3,8240244
30,624619;3,823024
30,632952;3,8220239
30,641285;3,821024
30,649618;3,8200243
30,657951;3,8190248
30,666285;3,8180256
30,674618;3,8170269
30,682951;3,8160284
30,691284;3,81503
30,699617;3,814032
30,70795;3,8130343
30,716284;3,8120368
30,724617;3,8110394
30,73295;3,8100424
30,741283;3,8090456
30,749617;3,808049
30,75795;3,8070529
30,766283;3,806057
30,774616;3,8050613
30,78295;3,804066
30,791283;3,8030708
30,799616;3,8020759
30,80795;3,8010812
30,816282;3,8000867
30,824615;3,7990925
30,832949;3,7980986
30,841282;3,7971048
30,849615;3,7961116
30,857948;3,7951186
30,866282;3,7941258
30,874615;3,7931333
30,882948;3,792141
30,891281;3,791149
30,899614;3,790157
30,907948;3,7891655
30,91628;3,7881742
30,924614;3,787183
30,932947;3,7861922
30,94128;3,7852018
30,949614;3,7842116
30,957947;3,7832217
30,96628;3,782232
30,974613;3,7812426
30,982946;3,7802534
30,99128;3,7792645
30,999613;3,7782757
31,007946;3,7772872
31,01628;3,776299
31,024612;3,775311
31,032946;3,7743232
31,041279;3,773336
31,049612;3,7723489
31,057945;3,771362
31,066278;3,7703755
31,074612;3,7693892
31,082945;3,768403
31,091278;3,7674172
31,099611;3,7664316
31,107944;3,7654462
31,116278;3,764461
31,12461;3,7634761
31,132944;3,7624915
31,141277;3,7615073
31,14961;3,7605233
31,157944;3,7595396
31,166277;3,7585561
31,17461;3,757573
31,182943;3,75659
31,191277;3,7556071
31,19961;3,7546246
31,207943;3,7536423
31,216276;3,7526603
31,22461;3,7516785
31,232943;3,750697
31,241276;3,7497156
31,249609;3,7487347
31,257942;3,747754
31,266275;3,7467737
31,274609;3,7457936
31,282942;3,7448137
31,291275;3,743834
31,299608;3,7428546
31,307941;3,7418754
31,316275;3,7408965
31,324608;3,7399178
31,332941;3,7389393
31,341274;3,737961
31,349607;3,736983
31,35794;3,7360055
31,366274;3,7350283
31,374607;3,7340512
31,38294;3,7330744
31,391273;3,7320979
31,399607;3,7311215
31,40794;3,7301455
31,416273;3,7291696
31,424606;3,728194
31,43294;3,7272186
31,441273;3,7262435
31,449606;3,7252686
31,45794;3,724294
31,466272;3,7233195
31,474606;3,7223456
31,482939;3,721372
31,491272;3,7203984
31,499605;3,7194252
31,507938;3,7184522
31,516272;3,7174795
31,524605;3,716507
31,532938;3,7155347
31,541271;3,7145627
31,549604;3,7135909
31,557938;3,7126193
31,56627;3,711648
31,574604;3,710677
31,582937;3,709706
31,59127;3,7087355
31,599604;3,7077653
31,607937;3,7067955
31,61627;3,7058258
31,624603;3,7048564
31,632936;3,7038872
31,64127;3,7029183
31,649603;3,7019496
31,657936;3,7009811
31,66627;3,700013
31,674603;3,699045
31,682936;3,6980772
31,691269;3,6971097
31,699602;3,6961424
31,707935;3,6951754
31,716269;3,6942086
31,724602;3,693242
31,732935;3,692276
31,741268;3,6913102
31,749601;3,6903446
31,757935;3,6893792
31,766268;3,688414
31,774601;3,6874492
31,782934;3,6864846
31,791267;3,6855202
31,7996;3,684556
31,807934;3,683592
31,816267;3,6826284
31,8246;3,681665
31,832933;3,6807017
31,841267;3,6797388
31,8496;3,678776
31,857933;3,6778135
31,866266;3,6768513
31,8746;3,6758893
31,882933;3,6749277
31,891266;3,6739664
31,8996;3,6730053
31,907932;3,6720445
31,916265;3,671084
31,924599;3,6701236
31,932932;3,6691635
31,941265;3,6682036
31,949598;3,667244
31,957932;3,6662846
31,966265;3,6653254
31,974598;3,6643665
31,982931;3,6634078
31,991264;3,6624494
31,999598;3,6614912
32,00793;3,6605332
32,016266;3,6595755
32,0246;3,658618
32,032936;3,657661
32,04127;3,6567042
32,049606;3,6557477
32,05794;3,6547914
32,066277;3,6538353
32,07461;3,6528795
32,082947;3,651924
32,09128;3,6509686
32,099617;3,6500134
32,107952;3,6490586
32,116287;3,648104
32,124622;3,6471496
32,132957;3,6461954
32,141293;3,6452415
32,149628;3,6442878
32,157963;3,6433344
32,166298;3,6423812
32,174633;3,6414282
32,18297;3,6404755
32,191303;3,639523
32,19964;3,6385708
32,207973;3,6376188
32,21631;3,6366673
32,224644;3,635716
32,23298;3,634765
32,241314;3,633814
32,24965;3,6328635
32,257984;3,6319132
32,26632;3,630963
32,274654;3,6300132
32,28299;3,6290636
32,291325;3,6281142
32,29966;3,627165
32,307995;3,6262162
32,31633;3,6252675
32,324665;3,624319
32,333;3,623371
32,341335;3,622423
32,34967;3,6214752
32,358006;3,6205277
32,36634;3,6195805
32,374676;3,6186335
32,38301;3,6176867
32,391346;3,6167402
32,39968;3,615794
32,408016;3,614848
32,41635;3,6139023
32,424686;3,612957
32,43302;3,612012
32,441357;3,611067
32,44969;3,6101224
32,458027;3,609178
32,466362;3,608234
32,474697;3,60729
32,483032;3,6063464
32,491367;3,605403
32,499702;3,6044598
32,508038;3,6035168
32,516373;3,602574
32,524708;3,6016316
32,533043;3,6006894
32,541378;3,5997474
32,549713;3,5988057
32,55805;3,5978642
32,566383;3,5969229
32,57472;3,5959818
32,583054;3,595041
32,59139;3,5941005
32,599724;3,5931602
32,60806;3,59222
32,616394;3,5912802
32,62473;3,5903406
32,633064;3,5894012
32,6414;3,588462
32,649734;3,5875232
32,65807;3,5865848
32,666405;3,5856466
32,67474;3,5847087
32,683075;3,583771
32,69141;3,5828335
32,699745;3,5818963
32,70808;3,5809593
32,716415;3,5800226
32,72475;3,579086
32,733086;3,5781498
32,74142;3,5772138
32,749756;3,576278
32,75809;3,5753424
32,766426;3,574407
32,77476;3,573472
32,783096;3,5725372
32,79143;3,5716026
32,799767;3,5706682
32,8081;3,569734
32,816437;3,5688002
32,82477;3,5678666
32,833107;3,5669332
32,841442;3,566
32,849777;3,565067
