Temps (s);Vitesse angulaire (rad/s)
10,791588;7,1260457
10,799921;7,1241813
10,808254;7,1223173
10,816587;7,120454
10,824921;7,118591
10,833254;7,1167283
10,841587;7,1148667
10,84992;7,1130056
10,8582535;7,111145
10,866587;7,109285
10,87492;7,107425
10,883253;7,105566
10,891586;7,1037073
10,8999195;7,101849
10,908253;7,0999913
10,916586;7,098134
10,924919;7,096277
10,933252;7,094421
10,941586;7,092565
10,949919;7,0907097
10,958252;7,088855
10,966585;7,0870004
10,974918;7,0851464
10,983252;7,083293
10,991585;7,08144
10,999918;7,0795875
11,008251;7,0777354
11,016584;7,075884
11,024918;7,074033
11,033251;7,072182
11,041584;7,070332
11,049917;7,0684824
11,05825;7,066633
11,066584;7,0647845
11,074917;7,0629363
11,08325;7,0610886
11,091583;7,0592413
11,099916;7,0573945
11,10825;7,055548
11,116583;7,0537024
11,124916;7,051857
11,133249;7,050012
11,1415825;7,0481677
11,149916;7,046324
11,158249;7,0444803
11,166582;7,0426373
11,174915;7,040795
11,1832485;7,038953
11,191582;7,0371113
11,199915;7,03527
11,208248;7,0334296
11,216581;7,0315895
11,224915;7,02975
11,233248;7,0279107
11,241581;7,026072
11,249914;7,024234
11,258247;7,022396
11,266581;7,020559
11,274914;7,018722
11,283247;7,0168858
11,29158;7,01505
11,299913;7,0132146
11,308247;7,0113797
11,31658;7,0095453
11,324913;7,0077114
11,333246;7,005878
11,341579;7,004045
11,349913;7,0022125
11,358246;7,0003805
11,366579;6,998549
11,374912;6,996718
11,383245;6,9948874
11,391579;6,9930573
11,399912;6,9912276
11,408245;6,9893985
11,416578;6,98757
11,4249115;6,9857416
11,433245;6,983914
11,441578;6,9820867
11,449911;6,98026
11,458244;6,9784336
11,466578;6,976608
11,474911;6,9747825
11,483244;6,9729576
11,491577;6,971133
11,49991;6,9693093
11,508244;6,967486
11,516577;6,965663
11,52491;6,9638405
11,533243;6,9620185
11,541576;6,960197
11,54991;6,958376
11,558243;6,9565554
11,566576;6,9547353
11,574909;6,9529157
11,583242;6,9510965
11,591576;6,949278
11,599909;6,9474597
11,608242;6,945642
11,616575;6,943825
11,624908;6,942008
11,633242;6,9401917
11,641575;6,938376
11,649908;6,9365606
11,658241;6,934746
11,6665745;6,9329314
11,674908;6,9311175
11,683241;6,929304
11,691574;6,927491
11,699907;6,9256787
11,7082405;6,9238667
11,716574;6,9220552
11,724907;6,920244
11,73324;6,9184337
11,741573;6,9166236
11,749907;6,914814
11,75824;6,913005
11,766573;6,911196
11,774906;6,909388
11,783239;6,9075804
11,791573;6,905773
11,799906;6,9039664
11,808239;6,90216
11,816572;6,9003544
11,824905;6,898549
11,833239;6,8967443
11,841572;6,89494
11,849905;6,893136
11,858238;6,8913326
11,866571;6,8895297
11,874905;6,8877273
11,883238;6,8859253
11,891571;6,884124
11,899904;6,882323
11,908237;6,8805223
11,916571;6,878722
11,924904;6,8769226
11,933237;6,8751235
11,94157;6,873325
11,9499035;6,8715267
11,958237;6,869729
11,96657;6,867932
11,974903;6,866135
11,983236;6,864339
11,9915695;6,862543
11,999903;6,860748
12,008236;6,858953
12,016569;6,8571587
12,024902;6,855365
12,033236;6,8535714
12,041569;6,8517785
12,049902;6,849986
12,058235;6,848194
12,066568;6,8464026
12,074902;6,8446116
12,083235;6,842821
12,091568;6,841031
12,099901;6,8392415
12,108234;6,8374524
12,116568;6,835664
12,124901;6,8338757
12,133234;6,832088
12,141567;6,830301
12,1499;6,828514
12,158234;6,826728
12,166567;6,824942
12,1749;6,823157
12,183233;6,821372
12,191566;6,8195877
12,1999;6,817804
12,208233;6,8160205
12,216566;6,814237
12,224899;6,812454
12,2332325;6,810672
12,241566;6,80889
12,249899;6,8071084
12,258232;6,8053274
12,266565;6,803547
12,274899;6,801767
12,283232;6,7999873
12,291565;6,798208
12,299898;6,7964296
12,308231;6,7946515
12,316565;6,792874
12,324898;6,7910967
12,333231;6,78932
12,341564;6,787544
12,349897;6,785768
12,358231;6,783993
12,366564;6,782218
12,374897;6,7804437
12,38323;6,77867
12,391563;6,7768965
12,399897;6,7751236
12,40823;6,773351
12,416563;6,7715793
12,424896;6,769808
12,433229;6,768037
12,441563;6,7662663
12,449896;6,7644963
12,458229;6,762727
12,466562;6,7609577
12,4748955;6,759189
12,483229;6,757421
12,491562;6,7556534
12,499895;6,753886
12,508228;6,7521195
12,5165615;6,7503533
12,524895;6,7485876
12,533228;6,746822
12,541561;6,7450566
12,549894;6,743292
12,558228;6,7415276
12,566561;6,7397637
12,574894;6,7380004
12,583227;6,7362375
12,59156;6,734475
12,599894;6,732713
12,608227;6,730952
12,61656;6,729191
12,624893;6,7274303
12,633226;6,7256703
12,64156;6,723911
12,649893;6,7221518
12,658226;6,720393
12,666559;6,718635
12,674892;6,7168775
12,683226;6,7151203
12,691559;6,7133636
12,699892;6,7116075
12,708225;6,7098517
12,716558;6,7080965
12,724892;6,7063417
12,733225;6,7045875
12,741558;6,7028337
12,749891;6,7010803
12,7582245;6,6993275
12,766558;6,697575
12,774891;6,6958227
12,783224;6,694071
12,791557;6,6923194
12,7998905;6,6905684
12,808224;6,688818
12,816557;6,687068
12,82489;6,6853185
12,833223;6,6835694
12,841557;6,681821
12,84989;6,680073
12,858223;6,678325
12,866556;6,676578
12,874889;6,6748314
12,883223;6,673085
12,891556;6,6713395
12,899889;6,6695943
12,908222;6,6678495
12,916555;6,6661053
12,924889;6,6643615
12,933222;6,662618
12,941555;6,6608753
12,949888;6,659133
12,958221;6,657391
12,966555;6,6556497
12,974888;6,6539083
12,983221;6,6521673
12,991554;6,650427
12,999887;6,648687
13,008221;6,6469474
13,016554;6,6452084
13,024887;6,64347
13,03322;6,6417317
13,0415535;6,639994
13,049887;6,638257
13,05822;6,6365204
13,066553;6,634784
13,074886;6,6330485
13,08322;6,6313133
13,091553;6,6295786
13,099886;6,6278443
13,108219;6,6261106
13,116552;6,6243773
13,124886;6,6226444
13,133219;6,620912
13,141552;6,61918
13,149885;6,6174483
13,158218;6,615717
13,166552;6,613986
13,174885;6,6122556
13,183218;6,6105256
13,191551;6,608796
13,199884;6,607067
13,208218;6,6053386
13,216551;6,6036105
13,224884;6,601883
13,233217;6,600156
13,24155;6,598429
13,249884;6,596703
13,258217;6,5949774
13,26655;6,593252
13,274883;6,5915275
13,283216;6,589803
13,29155;6,5880795
13,299883;6,586356
13,308216;6,584633
13,316549;6,58291
13,3248825;6,5811877
13,333216;6,579466
13,341549;6,5777445
13,349882;6,5760236
13,358215;6,574303
13,366549;6,572583
13,374882;6,5708637
13,383215;6,5691447
13,391548;6,567426
13,399881;6,565708
13,408215;6,5639906
13,416548;6,5622735
13,424881;6,560557
13,433214;6,5588408
13,441547;6,557125
13,449881;6,55541
13,458214;6,5536947
13,466547;6,55198
13,47488;6,550266
13,483213;6,548552
13,491547;6,5468388
13,49988;6,545126
13,508213;6,5434136
13,516546;6,541702
13,524879;6,5399904
13,533213;6,5382795
13,541546;6,536569
13,549879;6,534859
13,558212;6,5331497
13,5665455;6,5314407
13,574879;6,529732
13,583212;6,528024
13,591545;6,526316
13,599878;6,5246086
13,6082115;6,5229015
13,616545;6,521195
13,624878;6,519489
13,633211;6,517783
13,641544;6,516078
13,649878;6,5143733
13,658211;6,512669
13,666544;6,5109653
13,674877;6,509262
13,68321;6,5075593
13,691544;6,505857
13,699877;6,504155
13,70821;6,502454
13,716543;6,500753
13,724876;6,499052
13,73321;6,4973516
13,741543;6,4956517
13,749876;6,4939523
13,758209;6,4922533
13,766542;6,490555
13,774876;6,488857
13,783209;6,4871593
13,791542;6,485462
13,799875;6,4837656
13,808208;6,4820695
13,816542;6,480374
13,824875;6,4786787
13,833208;6,476984
13,841541;6,4752893
13,8498745;6,473595
13,858208;6,4719014
13,866541;6,470208
13,874874;6,4685154
13,883207;6,466823
13,891541;6,4651313
13,899874;6,46344
13,908207;6,461749
13,91654;6,4600587
13,924873;6,458369
13,933207;6,4566793
13,94154;6,4549904
13,949873;6,453302
13,958206;6,4516134
13,966539;6,4499254
13,974873;6,448238
13,983206;6,446551
13,991539;6,4448643
13,999872;6,443178
14,008205;6,4414926
14,016539;6,4398074
14,024872;6,4381227
14,033205;6,4364386
14,041538;6,434755
14,049871;6,4330716
14,058205;6,431389
14,066538;6,4297066
14,074871;6,4280243
14,083204;6,4263425
14,091537;6,424661
14,099871;6,4229803
14,108204;6,4213
14,116537;6,41962
14,12487;6,4179406
14,1332035;6,4162617
14,141537;6,414583
14,14987;6,412905
14,158203;6,4112277
14,166536;6,4095507
14,17487;6,4078736
14,183203;6,406197
14,191536;6,404521
14,199869;6,4028454
14,208202;6,4011703
14,216536;6,3994956
14,224869;6,3978214
14,233202;6,3961477
14,241535;6,3944745
14,249868;6,392802
14,258202;6,3911295
14,266535;6,3894577
14,274868;6,3877864
14,283201;6,386115
14,291534;6,384444
14,299868;6,382774
14,308201;6,381104
14,316534;6,3794346
14,324867;6,3777657
14,3332;6,376097
14,341534;6,374429
14,349867;6,3727617
14,3582;6,3710947
14,366533;6,369428
14,3748665;6,367762
14,3832;6,366096
14,391533;6,3644304
14,399866;6,3627653
14,408199;6,3611007
14,4165325;6,3594365
14,424866;6,357773
14,433199;6,3561096
14,441532;6,354447
14,449865;6,3527846
14,458199;6,351123
14,466532;6,3494616
14,474865;6,3478003
14,483198;6,3461394
14,491531;6,344479
14,499865;6,342819
14,508198;6,34116
14,516531;6,339501
14,524864;6,3378425
14,533197;6,3361845
14,541531;6,334527
14,549864;6,33287
14,558197;6,3312135
14,56653;6,329557
14,574863;6,327901
14,583197;6,3262453
14,59153;6,32459
14,599863;6,3229356
14,608196;6,3212814
14,616529;6,319628
14,624863;6,3179746
14,633196;6,316322
14,641529;6,3146696
14,649862;6,313018
14,6581955;6,311366
14,666529;6,309715
14,674862;6,308064
14,683195;6,3064137
14,691528;6,304764
14,699862;6,3031144
14,708195;6,3014655
14,716528;6,299817
14,724861;6,298169
14,733194;6,2965217
14,741528;6,2948747
14,749861;6,2932277
14,758194;6,291581
14,766527;6,289935
14,77486;6,2882895
14,783194;6,2866445
14,791527;6,285
14,79986;6,2833557
14,808193;6,281712
14,816526;6,280069
14,82486;6,278426
14,833193;6,2767835
14,841526;6,2751412
14,849859;6,2734995
14,858192;6,271858
14,866526;6,2702174
14,874859;6,268577
14,883192;6,2669373
14,891525;6,265298
14,899858;6,263659
14,908192;6,2620206
14,916525;6,260382
14,924858;6,2587442
14,933191;6,257107
14,9415245;6,25547
14,949858;6,2538333
14,958191;6,2521973
14,966524;6,2505617
14,974857;6,2489266
14,983191;6,247292
14,991524;6,245658
14,999857;6,244024
15,00819;6,24239
15,016523;6,240757
15,024857;6,2391243
15,03319;6,237492
15,041523;6,2358603
15,049856;6,234229
15,058189;6,2325983
15,066523;6,230968
15,074856;6,2293377
15,083189;6,227708
15,091522;6,2260785
15,099855;6,2244496
15,108189;6,222821
15,116522;6,2211933
15,124855;6,219566
15,133188;6,217939
15,141521;6,2163124
15,149855;6,2146864
15,158188;6,2130604
15,166521;6,211435
15,174854;6,20981
15,1831875;6,208185
15,191521;6,206561
15,199854;6,2049375
15,208187;6,2033143
15,21652;6,2016916
15,2248535;6,2000694
15,233187;6,198447
15,24152;6,1968255
15,249853;6,1952043
15,258186;6,1935835
15,26652;6,191963
15,274853;6,1903434
15,283186;6,188724
15,291519;6,187105
15,299852;6,185487
15,308186;6,1838684
15,316519;6,1822505
15,324852;6,180633
15,333185;6,179016
15,341518;6,1773996
15,349852;6,1757836
15,358185;6,174168
15,366518;6,172553
15,374851;6,1709385
15,383184;6,169324
15,391518;6,16771
15,399851;6,166096
15,408184;6,164483
15,416517;6,1628704
15,42485;6,161258
15,433184;6,1596465
15,441517;6,1580353
15,44985;6,156424
15,458183;6,1548133
15,4665165;6,153203
15,47485;6,151593
15,483183;6,149984
15,491516;6,148375
15,499849;6,1467667
15,508183;6,145159
15,516516;6,1435513
15,524849;6,141944
15,533182;6,140337
15,541515;6,1387305
15,549849;6,1371245
15,558182;6,135519
15,566515;6,133914
15,574848;6,1323094
15,583181;6,1307054
15,591515;6,1291013
15,599848;6,1274977
15,608181;6,1258945
15,616514;6,124292
15,624847;6,1226897
15,633181;6,121088
15,641514;6,119487
15,649847;6,117886
15,65818;6,116286
15,666513;6,1146855
15,674847;6,1130857
15,68318;6,1114864
15,691513;6,1098876
15,699846;6,1082892
15,708179;6,1066914
15,716513;6,105094
15,724846;6,103497
15,733179;6,1019
15,741512;6,1003036
15,7498455;6,0987077
15,758179;6,097112
15,766512;6,095517
15,774845;6,0939226
15,783178;6,0923285
15,791512;6,090735
15,799845;6,0891414
15,808178;6,0875483
15,816511;6,0859556
15,824844;6,0843635
15,833178;6,082772
15,841511;6,0811806
15,849844;6,07959
15,858177;6,0779996
15,86651;6,0764093
15,874844;6,0748196
15,883177;6,0732303
15,89151;6,0716414
15,899843;6,070053
15,908176;6,068465
15,91651;6,066878
15,924843;6,0652905
15,933176;6,0637035
15,941509;6,062117
15,949842;6,060531
15,958176;6,0589457
15,966509;6,0573606
15,974842;6,055776
15,983175;6,054192
15,9915085;6,052608
15,999842;6,0510244
16,008175;6,0494413
16,016508;6,0478587
16,024841;6,0462766
16,033175;6,044695
16,041508;6,0431137
16,04984;6,041533
16,058174;6,0399523
16,066507;6,038372
16,07484;6,0367923
16,083174;6,035213
16,091507;6,033634
16,09984;6,032056
16,108173;6,030478
16,116507;6,0289
16,12484;6,027323
16,133173;6,025746
16,141506;6,0241694
16,14984;6,0225935
16,158173;6,021018
16,166506;6,019443
16,174839;6,0178685
16,183172;6,016294
16,191505;6,01472
16,199839;6,0131464
16,208172;6,0115733
16,216505;6,0100007
16,224838;6,0084286
16,233171;6,006857
16,241505;6,0052853
16,249838;6,003714
16,258171;6,0021434
16,266504;6,000573
16,274837;5,9990034
16,28317;5,997434
16,291504;5,9958653
16,299837;5,9942966
16,30817;5,992728
16,316504;5,9911604
16,324837;5,989593
16,33317;5,988026
16,341503;5,9864597
16,349836;5,984894
16,35817;5,983328
16,366503;5,9817624
16,374836;5,9801974
16,38317;5,978633
16,391502;5,977069
16,399836;5,9755054
16,408169;5,9739423
16,416502;5,972379
16,424835;5,9708166
16,433168;5,9692545
16,441502;5,967693
16,449835;5,9661317
16,458168;5,964571
16,466501;5,963011
16,474834;5,9614506
16,483168;5,959891
16,4915;5,9583316
16,499834;5,956773
16,508167;5,9552145
16,5165;5,9536567
16,524834;5,9520993
16,533167;5,950542
16,5415;5,948985
16,549833;5,9474287
16,558167;5,945873
16,5665;5,9443173
16,574833;5,9427624
16,583166;5,941208
16,5915;5,9396534
16,599833;5,9380994
16,608166;5,936546
16,616499;5,934993
16,624832;5,93344
16,633165;5,931888
16,641499;5,9303365
16,649832;5,928785
16,658165;5,9272337
16,666498;5,925683
16,674831;5,924133
16,683165;5,922583
16,691498;5,921034
16,699831;5,919485
16,708164;5,9179363
16,716497;5,916388
16,72483;5,91484
16,733164;5,913293
16,741497;5,911746
16,74983;5,9101996
16,758163;5,9086533
16,766497;5,9071074
16,77483;5,905562
16,783163;5,904017
16,791496;5,9024725
16,79983;5,9009285
16,808163;5,899385
16,816496;5,8978415
16,82483;5,8962984
16,833162;5,894756
16,841496;5,8932137
16,849829;5,891672
16,858162;5,890131
16,866495;5,88859
16,874828;5,887049
16,883162;5,885509
16,891495;5,8839693
16,899828;5,88243
16,908161;5,8808913
16,916494;5,879353
16,924828;5,877815
16,93316;5,876277
16,941494;5,8747396
16,949827;5,873203
16,95816;5,8716664
16,966494;5,8701305
16,974827;5,8685946
16,98316;5,867059
16,991493;5,8655243
16,999826;5,86399
17,00816;5,862456
17,016493;5,8609223
17,024826;5,859389
17,03316;5,857856
17,041492;5,8563232
17,049826;5,854791
17,058159;5,8532596
17,066492;5,8517284
17,074825;5,850198
17,083158;5,848667
17,091492;5,847137
17,099825;5,8456073
17,108158;5,844078
17,116491;5,8425493
17,124825;5,841021
17,133158;5,839493
17,14149;5,837965
17,149824;5,8364377
17,158157;5,834911
17,16649;5,8333845
17,174824;5,8318586
17,183157;5,8303328
17,19149;5,8288074
17,199823;5,8272824
17,208157;5,825758
17,21649;5,824234
17,224823;5,8227105
17,233156;5,821187
17,24149;5,819664
17,249823;5,8181415
17,258156;5,8166194
17,266489;5,815098
17,274822;5,8135767
17,283155;5,8120556
17,291489;5,810535
17,299822;5,809015
17,308155;5,807495
17,316488;5,805976
17,324821;5,804457
17,333155;5,8029385
17,341488;5,80142
17,349821;5,7999024
17,358154;5,798385
17,366488;5,7968683
17,37482;5,795352
17,383154;5,7938356
17,391487;5,79232
17,39982;5,7908044
17,408154;5,7892895
17,416487;5,787775
17,42482;5,786261
17,433153;5,784747
17,441486;5,7832336
17,44982;5,7817206
17,458153;5,780208
17,466486;5,778696
17,47482;5,7771845
17,483152;5,775673
17,491486;5,774162
17,499819;5,772651
17,508152;5,771141
17,516485;5,7696314
17,524818;5,768122
17,533152;5,766613
17,541485;5,7651043
17,549818;5,763596
17,558151;5,7620883
17,566484;5,760581
17,574818;5,759074
17,58315;5,7575674
17,591484;5,756061
17,599817;5,754555
17,60815;5,75305
17,616484;5,751545
17,624817;5,75004
17,63315;5,7485356
17,641483;5,7470317
17,649817;5,745528
17,65815;5,744025
17,666483;5,7425227
17,674816;5,74102
17,68315;5,739518
17,691483;5,7380166
17,699816;5,7365155
17,708149;5,735015
17,716482;5,733515
17,724815;5,7320147
17,733149;5,730515
17,741482;5,729016
17,749815;5,727517
17,758148;5,726019
17,766481;5,7245207
17,774815;5,723023
17,783148;5,7215257
17,791481;5,720029
17,799814;5,7185326
17,808147;5,7170367
17,81648;5,715541
17,824814;5,7140455
17,833147;5,7125506
17,84148;5,711056
17,849813;5,7095623
17,858147;5,708069
17,86648;5,7065754
17,874813;5,7050824
17,883146;5,70359
17,89148;5,702098
17,899813;5,7006063
17,908146;5,699115
17,91648;5,6976237
17,924812;5,696133
17,933146;5,694643
17,941479;5,6931534
17,949812;5,691664
17,958145;5,690175
17,966478;5,6886864
17,974812;5,687198
17,983145;5,6857104
17,991478;5,684223
17,999811;5,682736
18,008144;5,681249
18,016478;5,679763
18,02481;5,678277
18,033144;5,6767917
18,041477;5,675307
18,04981;5,673822
18,058144;5,6723375
18,066477;5,6708536
18,07481;5,66937
18,083143;5,667887
18,091476;5,6664042
18,09981;5,6649218
18,108143;5,6634398
18,116476;5,661958
18,12481;5,660477
18,133142;5,658996
18,141476;5,6575155
18,149809;5,6560354
18,158142;5,654556
18,166475;5,6530766
18,174809;5,651598
18,183142;5,6501193
18,191475;5,648641
18,199808;5,6471634
18,208141;5,645686
18,216475;5,6442094
18,224808;5,6427326
18,23314;5,6412563
18,241474;5,6397805
18,249807;5,638305
18,25814;5,6368303
18,266474;5,6353555
18,274807;5,633881
18,28314;5,632407
18,291473;5,630934
18,299807;5,629461
18,30814;5,627988
18,316473;5,6265154
18,324806;5,6250434
18,33314;5,623572
18,341473;5,622101
18,349806;5,6206303
18,358139;5,6191597
18,366472;5,6176896
18,374805;5,61622
18,383139;5,614751
18,391472;5,613282
18,399805;5,6118135
18,408138;5,6103454
18,416471;5,6088777
18,424805;5,6074104
18,433138;5,6059437
18,441471;5,604477
18,449804;5,6030107
18,458138;5,601545
18,46647;5,6000795
18,474804;5,5986147
18,483137;5,59715
18,49147;5,5956855
18,499804;5,5942216
18,508137;5,592758
18,51647;5,5912952
18,524803;5,5898323
18,533136;5,58837
18,54147;5,586908
18,549803;5,5854464
18,558136;5,5839853
18,56647;5,5825243
18,574802;5,5810637
18,583136;5,5796037
18,591469;5,578144
18,599802;5,576685
18,608135;5,575226
18,616468;5,573767
18,624802;5,572309
18,633135;5,5708513
18,641468;5,569394
18,649801;5,567937
18,658134;5,56648
18,666468;5,565024
18,6748;5,563568
18,683134;5,562113
18,691467;5,5606575
18,6998;5,5592027
18,708134;5,5577483
18,716467;5,5562944
18,7248;5,554841
18,733133;5,5533876
18,741467;5,5519347
18,7498;5,5504823
18,758133;5,5490303
18,766466;5,547579
18,7748;5,5461273
18,783133;5,5446763
18,791466;5,543226
18,799799;5,5417757
18,808132;5,540326
18,816465;5,5388765
18,824799;5,5374274
18,833132;5,535979
18,841465;5,5345306
18,849798;5,533083
18,858131;5,5316353
18,866465;5,530188
18,874798;5,5287414
18,883131;5,527295
18,891464;5,5258493
18,899797;5,5244036
18,90813;5,5229583
18,916464;5,5215135
18,924797;5,520069
18,93313;5,518625
18,941463;5,517181
18,949797;5,5157375
18,95813;5,5142946
18,966463;5,512852
18,974796;5,5114098
18,98313;5,509968
18,991463;5,5085263
18,999796;5,5070853
19,00813;5,505645
19,016462;5,5042043
19,024796;5,502764
19,033129;5,5013247
19,041462;5,4998856
19,049795;5,498447
19,058128;5,4970083
19,066462;5,49557
19,074795;5,4941325
19,083128;5,4926953
19,091461;5,4912586
19,099794;5,489822
19,108128;5,4883857
19,11646;5,48695
19,124794;5,4855146
19,133127;5,4840794
19,14146;5,4826446
19,149794;5,48121
19,158127;5,4797764
19,16646;5,478343
19,174793;5,4769096
19,183126;5,4754767
19,19146;5,4740443
19,199793;5,4726124
19,208126;5,471181
19,21646;5,4697495
19,224792;5,4683185
19,233126;5,466888
19,241459;5,465458
19,249792;5,464028
19,258125;5,4625983
19,266459;5,4611692
19,274792;5,4597406
19,283125;5,4583125
19,291458;5,4568844
19,299791;5,4554567
19,308125;5,4540296
19,316458;5,452603
19,324791;5,4511766
19,333124;5,4497504
19,341457;5,4483247
19,34979;5,4468994
19,358124;5,4454746
19,366457;5,44405
19,37479;5,4426255
19,383123;5,4412017
19,391457;5,4397783
19,39979;5,4383554
19,408123;5,4369326
19,416456;5,43551
19,42479;5,434088
19,433123;5,432667
19,441456;5,4312453
19,44979;5,4298244
19,458122;5,428404
19,466455;5,426984
19,474789;5,4255643
19,483122;5,4241447
19,491455;5,4227257
19,499788;5,421307
19,508121;5,419889
19,516455;5,418471
19,524788;5,417053
19,533121;5,415636
19,541454;5,4142194
19,549788;5,412803
19,55812;5,411387
19,566454;5,409971
19,574787;5,408556
19,58312;5,407141
19,591454;5,4057264
19,599787;5,404312
19,60812;5,4028983
19,616453;5,401485
19,624786;5,400072
19,63312;5,398659
19,641453;5,397247
19,649786;5,395835
19,65812;5,3944235
19,666452;5,393012
19,674786;5,391601
19,683119;5,3901906
19,691452;5,3887806
19,699785;5,387371
19,708118;5,3859615
19,716452;5,3845525
19,724785;5,383144
19,733118;5,381736
19,741451;5,3803277
19,749784;5,37892
19,758118;5,377513
19,76645;5,3761063
19,774784;5,3746996
19,783117;5,3732934
19,79145;5,3718877
19,799784;5,3704824
19,808117;5,3690777
19,81645;5,367673
19,824783;5,3662686
19,833117;5,364865
19,84145;5,3634615
19,849783;5,362058
19,858116;5,3606553
19,86645;5,359253
19,874783;5,357851
19,883116;5,356449
19,891449;5,3550477
19,899782;5,3536468
19,908115;5,3522463
19,916449;5,3508463
19,924782;5,3494463
19,933115;5,348047
19,941448;5,3466477
19,949781;5,345249
19,958115;5,3438506
19,966448;5,3424525
19,974781;5,341055
19,983114;5,339658
19,991447;5,3382607
19,99978;5,336864
20,008114;5,335468
20,016447;5,334072
20,02478;5,332677
20,033113;5,3312817
20,041447;5,329887
20,04978;5,3284926
20,058113;5,327099
20,066446;5,325705
20,07478;5,3243117
20,083113;5,322919
20,091446;5,3215265
20,09978;5,320134
20,108112;5,3187423
20,116446;5,317351
20,124779;5,31596
20,133112;5,314569
20,141445;5,3131785
20,149778;5,3117886
20,158112;5,310399
20,166445;5,30901
20,174778;5,307621
20,183111;5,3062325
20,191444;5,3048444
20,199778;5,303457
20,20811;5,302069
20,216444;5,300682
20,224777;5,2992954
20,23311;5,2979093
20,241444;5,296523
20,249777;5,2951374
20,25811;5,293752
20,266443;5,2923675
20,274776;5,2909827
20,28311;5,2895985
20,291443;5,2882147
20,299776;5,2868314
20,30811;5,285448
20,316442;5,2840652
20,324776;5,282683
20,333109;5,281301
20,341442;5,279919
20,349775;5,2785378
20,358109;5,277157
20,366442;5,2757764
20,374775;5,2743964
20,383108;5,2730165
20,391441;5,271637
20,399775;5,270258
20,408108;5,2688794
20,416441;5,267501
20,424774;5,266123
20,433107;5,264745
20,44144;5,263368
20,449774;5,261991
20,458107;5,2606144
20,46644;5,2592382
20,474773;5,2578626
20,483107;5,256487
20,49144;5,2551117
20,499773;5,253737
20,508106;5,2523627
20,51644;5,2509885
20,524773;5,2496147
20,533106;5,2482414
20,54144;5,2468686
20,549772;5,245496
20,558105;5,2441235
20,566439;5,2427516
20,574772;5,24138
20,583105;5,240009
20,591438;5,238638
20,599771;5,2372675
20,608105;5,2358975
20,616438;5,2345276
20,624771;5,233158
20,633104;5,231789
20,641438;5,2304206
20,64977;5,229052
20,658104;5,227684
20,666437;5,2263165
20,67477;5,2249494
20,683104;5,2235823
20,691437;5,2222157
20,69977;5,2208495
20,708103;5,219484
20,716436;5,218118
20,72477;5,216753
20,733103;5,2153883
20,741436;5,214024
20,74977;5,21266
20,758102;5,211296
20,766436;5,209933
20,774769;5,20857
20,783102;5,207207
20,791435;5,205845
20,799768;5,204483
20,808102;5,2031217
20,816435;5,2017603
20,824768;5,2003994
20,833101;5,199039
20,841434;5,197679
20,849768;5,196319
20,8581;5,1949596
20,866434;5,1936007
20,874767;5,192242
20,8831;5,1908836
20,891434;5,1895256
20,899767;5,188168
20,9081;5,186811
20,916433;5,185454
20,924767;5,1840973
20,9331;5,182741
20,941433;5,1813855
20,949766;5,18003
20,9581;5,1786747
20,966433;5,17732
20,974766;5,175966
20,983099;5,1746116
20,991432;5,173258
20,999765;5,1719046
21,008099;5,170552
21,016432;5,169199
21,024765;5,1678467
21,033098;5,166495
21,041431;5,165143
21,049765;5,1637917
21,058098;5,162441
21,066431;5,1610904
21,074764;5,15974
21,083097;5,15839
21,09143;5,1570406
21,099764;5,1556916
21,108097;5,1543427
21,11643;5,152994
21,124763;5,151646
21,133097;5,1502986
21,14143;5,148951
21,149763;5,147604
21,158096;5,1462574
21,16643;5,1449113
21,174763;5,143565
21,183096;5,1422195
21,19143;5,1408744
21,199762;5,1395297
21,208096;5,138185
21,216429;5,136841
21,224762;5,135497
21,233095;5,1341534
21,241428;5,13281
21,249762;5,1314673
21,258095;5,130125
21,266428;5,1287827
21,274761;5,127441
21,283094;5,1260996
21,291428;5,1247587
21,29976;5,123418
21,308094;5,1220775
21,316427;5,1207376
21,32476;5,119398
21,333094;5,1180587
21,341427;5,1167197
21,34976;5,1153812
21,358093;5,114043
21,366426;5,112705
21,37476;5,1113677
21,383093;5,1100307
21,391426;5,1086936
21,39976;5,107357
21,408092;5,106021
21,416426;5,1046853
21,424759;5,1033497
21,433092;5,1020145
21,441425;5,10068
21,449759;5,0993457
21,458092;5,0980115
21,466425;5,096678
21,474758;5,0953445
21,483091;5,094012
21,491425;5,092679
21,499758;5,0913467
21,508091;5,090015
21,516424;5,088683
21,524757;5,087352
21,53309;5,086021
21,541424;5,0846906
21,549757;5,08336
21,55809;5,0820303
21,566423;5,080701
21,574757;5,079372
21,58309;5,078043
21,591423;5,0767145
21,599756;5,0753865
21,60809;5,0740585
21,616423;5,072731
21,624756;5,071404
21,63309;5,0700774
21,641422;5,068751
21,649755;5,067425
21,658089;5,066099
21,666422;5,064774
21,674755;5,063449
21,683088;5,0621243
21,691422;5,0608
21,699755;5,059476
21,708088;5,058152
21,716421;5,056829
21,724754;5,055506
21,733088;5,0541835
21,74142;5,052861
21,749754;5,0515394
21,758087;5,050218
21,76642;5,048897
21,774754;5,047576
21,783087;5,0462556
21,79142;5,044935
21,799753;5,0436153
21,808086;5,042296
21,81642;5,040977
21,824753;5,039658
21,833086;5,0383396
21,84142;5,0370216
21,849752;5,035704
21,858086;5,0343866
